name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Asi Ganga (Uttarkashi),2012-08-03T22:00:00,21.6,21.6,20.5,93.46,5.2,100,rain,,,,3.2,70.9,,68.8,,0,0,0,,"Rain, Partially cloudy",rain,remote
Asi Ganga (Uttarkashi),2012-08-03T23:00:00,21.4,21.4,20.3,93.46,5.1,100,rain,,,,3.2,79.2,,73.1,,0,0,0,,"Rain, Partially cloudy",rain,remote
Asi Ganga (Uttarkashi),2012-08-04T00:00:00,21.1,21.1,20.3,95.19,4.9,100,rain,,,,2.5,111.7,,76.7,,0,0,0,,"Rain, Partially cloudy",rain,remote
Asi Ganga (Uttarkashi),2012-08-04T01:00:00,20.8,20.8,20.2,96.37,4.4,100,rain,,,,3.2,143.7,,76.1,,0,0,0,,"Rain, Partially cloudy",rain,remote
Asi Ganga (Uttarkashi),2012-08-04T02:00:00,20.4,20.4,19.9,96.95,3.7,100,rain,,,,3.6,157.5,,73,,0,0,0,,"Rain, Partially cloudy",rain,remote
Asi Ganga (Uttarkashi),2012-08-04T03:00:00,20.1,20.1,19.7,97.55,3.2,100,rain,,,,3.6,167.5,,65.1,,0,0,0,,"Rain, Partially cloudy",rain,remote
Asi Ganga (Uttarkashi),2012-08-04T04:00:00,19.9,19.9,19.6,98.16,2.7,100,rain,,,,3.2,174.3,,55.4,,0,0,0,,"Rain, Partially cloudy",rain,remote
Asi Ganga (Uttarkashi),2012-08-04T05:00:00,19.7,19.7,19.4,98.15,2.2,100,rain,,,,3.2,177,,41.2,,0,0,0,,"Rain, Partially cloudy",rain,remote
Asi Ganga (Uttarkashi),2012-08-04T06:00:00,19.9,19.9,19.5,97.55,1.7,100,rain,,,,4,174.7,,36.4,,24.7,0.1,0,,"Rain, Partially cloudy",rain,remote
Asi Ganga (Uttarkashi),2012-08-04T07:00:00,20.7,20.7,19.7,94,1.5,100,rain,,,,6.1,181.6,,39,,128.2,0.5,1,,"Rain, Partially cloudy",rain,remote
Asi Ganga (Uttarkashi),2012-08-04T08:00:00,21.6,21.6,19.9,90.06,1.6,100,rain,,,,7.6,194.2,,35.6,,295.9,1.1,3,,"Rain, Partially cloudy",rain,remote
Asi Ganga (Uttarkashi),2012-08-04T09:00:00,22.8,22.8,20.1,84.76,1.8,100,rain,,,,9.7,205,,24.6,,491.1,1.8,5,,"Rain, Partially cloudy",rain,remote
Asi Ganga (Uttarkashi),2012-08-04T10:00:00,23.9,23.9,20.3,80.3,3,100,rain,,,,12.2,209.2,,12.4,,652.3,2.3,7,,Rain,rain,remote
Asi Ganga (Uttarkashi),2012-08-04T11:00:00,24.7,24.7,20.6,77.97,3.8,100,rain,,,,14.8,208.2,,19.2,,785.3,2.8,8,,Rain,rain,remote
Asi Ganga (Uttarkashi),2012-08-04T12:00:00,24.9,24.9,20.8,77.99,4,100,rain,,,,15.5,207.1,,23.2,,803.5,2.9,8,,"Rain, Partially cloudy",rain,remote
Asi Ganga (Uttarkashi),2012-08-04T13:00:00,25.1,25.1,21,78.02,4.6,100,rain,,,,16.2,206.6,,26,,731.3,2.6,7,,"Rain, Partially cloudy",rain,remote
Asi Ganga (Uttarkashi),2012-08-04T14:00:00,25.3,25.3,21.3,78.53,5,100,rain,,,,17.3,206.8,,25.9,,757.3,2.7,8,,"Rain, Partially cloudy",rain,remote
Asi Ganga (Uttarkashi),2012-08-04T15:00:00,24.7,24.7,21.4,81.9,4.2,100,rain,,,,17.6,209.9,,42.7,,500.4,1.8,5,,"Rain, Partially cloudy",rain,remote
Asi Ganga (Uttarkashi),2012-08-04T16:00:00,24,24,21.4,85.4,3.4,100,rain,,,,17.6,213.9,,42,,366.5,1.3,4,,"Rain, Partially cloudy",rain,remote
Asi Ganga (Uttarkashi),2012-08-04T17:00:00,23.3,23.3,21.3,88.54,2.4,100,rain,,,,16.9,216.5,,41.6,,219,0.8,2,,"Rain, Partially cloudy",rain,remote
Asi Ganga (Uttarkashi),2012-08-04T18:00:00,22.4,22.4,21.3,93.5,1.7,100,rain,,,,14.4,216.1,,39.6,,88.2,0.3,1,,"Rain, Partially cloudy",rain,remote
Asi Ganga (Uttarkashi),2012-08-04T19:00:00,21.6,21.6,21.2,97.58,1.7,100,rain,,,,9.7,211.1,,39.4,,6.4,0,0,,"Rain, Partially cloudy",rain,remote
Asi Ganga (Uttarkashi),2012-08-04T20:00:00,21.2,21.2,20.9,98.17,1.6,100,rain,,,,8.3,205.7,,36.5,,0,0,0,,"Rain, Partially cloudy",rain,remote
Asi Ganga (Uttarkashi),2012-08-04T21:00:00,20.9,20.9,20.7,98.78,1.3,100,rain,,,,6.5,199.6,,34.4,,0,0,0,,"Rain, Partially cloudy",rain,remote
Asi Ganga (Uttarkashi),2012-08-04T22:00:00,20.6,20.6,20.4,98.77,0.9,100,rain,,,,5,194.6,,36,,0,0,0,,"Rain, Partially cloudy",rain,remote
Asi Ganga (Uttarkashi),2012-08-04T23:00:00,20.2,20.2,20.1,99.38,0.7,100,rain,,,,4,186,,35,,0,0,0,,"Rain, Partially cloudy",rain,remote
Asi Ganga (Uttarkashi),2012-08-05T00:00:00,20.1,20.1,19.9,98.77,0.3,100,rain,,,,2.9,175.2,,35.6,,0,0,0,,"Rain, Partially cloudy",rain,remote
Asi Ganga (Uttarkashi),2012-08-05T01:00:00,20.2,20.2,19.7,96.95,0.1,100,rain,,,,1.8,164.1,,36.4,,0,0,0,,"Rain, Partially cloudy",rain,remote
Asi Ganga (Uttarkashi),2012-08-05T02:00:00,20.3,20.3,19.5,95.16,0,0,,,,,0.4,200.4,,33.7,,0,0,0,,Partially cloudy,partly-cloudy-night,remote
Asi Ganga (Uttarkashi),2012-08-05T03:00:00,20.3,20.3,19.2,93.4,0,0,,,,,0.7,266.5,,30,,0,0,0,,Partially cloudy,partly-cloudy-night,remote
Asi Ganga (Uttarkashi),2012-08-05T04:00:00,20.4,20.4,18.8,90.54,0,0,,,,,0.7,10,,26.9,,0,0,0,,Partially cloudy,partly-cloudy-night,remote
Asi Ganga (Uttarkashi),2012-08-05T05:00:00,20.4,20.4,18.6,89.41,0.1,100,rain,,,,0.7,7.4,,27.3,,0,0,0,,"Rain, Partially cloudy",rain,remote
Asi Ganga (Uttarkashi),2012-08-05T06:00:00,20.6,20.6,19.1,91.12,0.1,100,rain,,,,0.4,287.9,,33.2,,38.8,0.1,0,,"Rain, Partially cloudy",rain,remote
Asi Ganga (Uttarkashi),2012-08-05T07:00:00,21.9,21.9,19.9,88.42,0.3,100,rain,,,,2.9,235.9,,34,,173.8,0.6,2,,"Rain, Partially cloudy",rain,remote
Asi Ganga (Uttarkashi),2012-08-05T08:00:00,22.9,22.9,20,83.72,0.3,100,rain,,,,7.6,222.1,,29.9,,332.4,1.2,3,,"Rain, Partially cloudy",rain,remote
Asi Ganga (Uttarkashi),2012-08-05T09:00:00,24,24,20.2,79.32,0,0,,,,,10.1,215.1,,32.8,,521.3,1.9,5,,Partially cloudy,partly-cloudy-day,remote
Asi Ganga (Uttarkashi),2012-08-05T10:00:00,25.1,25.1,20.2,74.27,0,0,,,,,12.2,211.1,,26.9,,652.3,2.3,7,,Partially cloudy,partly-cloudy-day,remote
Asi Ganga (Uttarkashi),2012-08-05T11:00:00,25.8,25.8,20.2,71.24,0,0,,,,,14.8,209.8,,28,,717.8,2.6,7,,Partially cloudy,partly-cloudy-day,remote
Asi Ganga (Uttarkashi),2012-08-05T12:00:00,26.2,26.2,20.2,69.57,0,0,,,,,17.6,209.6,,42.9,,732.8,2.6,7,,Partially cloudy,partly-cloudy-day,remote
Asi Ganga (Uttarkashi),2012-08-05T13:00:00,25.9,25.9,20.3,71.26,0,0,,,,,19.1,212.2,,48.5,,624.5,2.2,6,,Partially cloudy,partly-cloudy-day,remote
Asi Ganga (Uttarkashi),2012-08-05T14:00:00,25.4,25.4,20.5,74.32,0,0,,,,,19.8,216.9,,45.5,,521,1.9,5,,Partially cloudy,partly-cloudy-day,remote
Asi Ganga (Uttarkashi),2012-08-05T15:00:00,25.4,25.4,20.5,74.32,0,0,,,,,19.1,223.3,,36.6,,542.5,2,5,,Partially cloudy,partly-cloudy-day,remote
Asi Ganga (Uttarkashi),2012-08-05T16:00:00,24.8,24.8,20.4,76.55,0,0,,,,,17.6,228.9,,41.1,,337.5,1.2,3,,Partially cloudy,partly-cloudy-day,remote
Asi Ganga (Uttarkashi),2012-08-05T17:00:00,24.2,24.2,20.5,79.84,0,0,,,,,14.8,233,,38.1,,231.7,0.8,2,,Partially cloudy,partly-cloudy-day,remote
Asi Ganga (Uttarkashi),2012-08-05T18:00:00,23.3,23.3,20.8,85.86,0,0,,,,,10.1,235.8,,34.9,,94.8,0.3,1,,Partially cloudy,partly-cloudy-day,remote
Asi Ganga (Uttarkashi),2012-08-05T19:00:00,22,22,20.9,93.48,0,0,,,,,5,240.1,,21.2,,8.6,0,0,,Partially cloudy,partly-cloudy-day,remote
Asi Ganga (Uttarkashi),2012-08-05T20:00:00,21.6,21.6,20.3,92.32,0,0,,,,,3.2,260.3,,18.2,,0,0,0,,Clear,clear-night,remote
Asi Ganga (Uttarkashi),2012-08-05T21:00:00,21.4,21.4,20,91.74,0,0,,,,,2.9,321.2,,18.7,,0,0,0,,Clear,clear-night,remote
Asi Ganga (Uttarkashi),2012-08-05T22:00:00,20.9,20.9,19.7,92.85,0,0,,,,,4.3,353.5,,20,,0,0,0,,Clear,clear-night,remote
Asi Ganga (Uttarkashi),2012-08-05T23:00:00,20.3,20.3,19.3,93.99,0,0,,,,,5.4,10.4,,31.6,,0,0,0,,Partially cloudy,partly-cloudy-night,remote
